Protein	Ratio_0	Ratio_2	Ratio_6	Ratio_12	Ratio_18	Ratio_24
Rpl23	0.497611	1.412925	-0.383063	-0.691603	-1.033910	-1.075194
Rpl23a	-0.283959	0.702442	-0.613795	-0.128458	-0.608300	-0.796259
Rpl24	0.436342	1.896007	-0.691402	-0.205622	-1.557452	-0.922131
Rpl26	-0.447926	0.878739	-0.498505	-0.669706	-0.250633	-0.475280
Rpl27	0.253542	0.962823	-0.138959	2.317978	-0.346919	-0.530424
Rpl27a	0.454794	1.495618	0.011168	-0.042018	-0.935339	-1.074725
Rpl28	-0.107214	0.542309	-0.474054	-1.310146	0.194980	-1.148316
Rpl29	-0.713201	0.394826	0.148652	2.323520	-0.639696	-1.607148
Rpl3	-0.795087	0.940177	-0.308296	0.126724	0.138644	-1.074315
Rpl30	-1.082093	1.731248	-0.065147	0.494598	-1.012638	-0.803604
Rpl31	-0.750803	0.422495	-0.341298	-0.119637	-1.455657	-0.996155
Rpl32	-0.927061	1.287150	-0.610453	-0.580571	-1.970363	-1.673322
Rpl34	0.348260	1.136820	-0.439244	-0.327160	0.324355	-0.599659
Rpl35	-1.001220	0.614929	-0.462961	0.066444	-1.857583	-1.075314
Rpl35a	0.206617	0.286752	-0.443119	-1.533066	0.070272	-0.613095
Rpl36	-0.452951	0.701368	-0.959562	-1.974940	-1.686773	-1.446203
Rpl36a	-0.612307	0.583885	-0.682013	-3.744372	-0.015579	-0.822410
Rpl37	0.984932	1.221580	-0.010561	0.672080	0.064510	-1.147971
Rpl37a	-0.585545	0.938167	-0.491910	-3.005069	-0.083557	0.172445
Rpl38	-0.171436	0.109766	-0.650780	-0.214058	-5.427814	-1.343641
Rpl39	0.984932	0.462528	0.995546	7.373201	0.064510	5.031061
Rpl4	0.035673	1.151484	-0.335525	0.135635	-1.734965	-1.213731
Rpl5	-0.388482	1.246998	-0.472176	0.052356	-0.875021	-1.192021
Rpl6	-0.439361	1.117195	-0.568734	0.290458	-1.436423	-1.128955
Rpl7	-0.196220	0.504689	-0.309827	-0.204925	-0.807003	-0.955703
Rpl7a	0.060014	1.290451	-0.337484	0.060507	-0.462781	-1.004841
Rpl7l1	0.005489	0.587526	-0.809794	3.628260	0.483985	-1.353497
Rpl8	-0.919319	0.698527	-0.427392	-0.295345	-1.673603	-0.843749
Rpl9	-1.007710	1.357258	-0.429005	-0.426594	-0.526453	-0.618314
Rplp0	0.452210	1.222939	-0.008894	0.270993	-0.433868	-0.984140
Rplp1	-0.572130	1.842954	-0.293934	3.464115	-1.619395	-1.214713
Rplp2	0.586635	1.580078	0.438906	2.571845	-1.074479	-1.253242
Rpn1	-0.677844	0.723323	-0.647129	-0.237712	0.184379	-0.954528
Rpn2	0.037812	1.217617	-0.113367	1.159273	-0.859812	-1.040631
Rpp30	-1.833491	-1.702182	-2.890459	2.149366	2.447226	-1.317372
Rprd1b	-1.152470	0.867693	-1.565235	0.729160	-1.033568	-1.258522
Rps10	0.440976	1.189837	-0.509324	3.462763	0.281145	-1.255735
Rps11	-1.234893	1.038205	-0.427723	-1.224246	-1.949018	-0.391057
Rps12	0.095856	0.517525	-0.703651	1.713283	-1.676421	-2.384348
Rps13	-0.876600	1.214043	-0.068584	1.212171	-0.531876	-1.342524
Rps14	-0.294654	0.554427	-0.137920	-1.386457	-0.097540	-1.587722
Rps15	-0.575276	-0.261467	-0.400349	-1.735451	-1.391059	-1.632371
Rps15a	0.230644	1.492745	0.137927	2.478364	-0.348829	-1.099096
Rps16	0.054337	2.339981	-0.147599	0.932250	-3.465603	-1.210403
Rps17	0.937193	1.131491	-0.706438	0.973979	-0.749811	-1.635721
Rps18	-0.635343	0.529295	-0.197747	-0.581867	-1.327478	-1.115508
Rps19	-0.064275	0.478769	-0.766496	-0.113034	-1.465526	-0.676363
Rps2	-0.412746	0.858372	-0.088533	0.222808	-1.175290	-0.965134
Rps20	-0.015255	1.203486	-0.642232	0.021938	-1.973779	-1.398562
Rps21	-0.970340	1.623192	-0.403142	-0.713391	-1.688354	-1.503023
Rps23	-1.937215	1.119892	-0.644468	-0.814111	0.551911	-0.210294
Rps24	-0.459449	1.198467	-0.088997	3.206591	-1.915253	-0.843623
Rps25	0.449423	1.474599	0.043491	1.624106	-0.555863	-0.827000
Rps26	-0.589082	0.587902	-0.287631	0.067756	-0.879436	-1.342000
Rps27	-0.511010	0.714285	0.383527	-0.720150	-0.989259	-1.095350
Rps27a	0.197017	0.001449	-0.538536	-1.146908	-1.015781	-0.681266
Rps27l	-0.826845	1.269109	-0.352916	2.389297	0.008416	0.027886
Rps28	-0.509254	1.607743	-0.326148	0.401941	-2.332388	-1.253022
Rps29	-1.715770	-0.606662	-0.733181	2.284661	-3.954920	-1.373064
Rps3	-0.011167	0.992550	-0.258869	0.441445	-0.684033	-1.076885
Rps3a	-1.020078	0.928939	-0.320702	-0.205291	-0.986341	-1.139461
Rps4x	-0.353175	0.646696	-0.443337	0.060116	-1.973480	-1.295232
Rps5	-0.755659	0.838786	-0.245141	-0.484230	-0.752371	-1.214527
Rps6	0.399641	2.114935	-0.685901	0.812063	-0.628243	-1.006064
Rps6ka3	4.232279	3.686922	0.716103	0.672080	-2.394175	-0.191058
Rps7	-0.853845	0.450761	-0.483376	-0.326876	-0.804912	-1.671940
Rps8	-0.444735	0.634042	-0.415198	0.783433	-0.589533	-1.228374
Rps9	-0.299425	0.783158	0.060039	0.584803	-1.495457	-1.460196
Rpsa	-0.235040	0.542048	-0.162477	0.828382	-0.701905	-1.687915
Rqcd1	0.984932	1.913038	-1.192809	-1.632940	-1.705764	-1.147971
Rras2	0.984932	-1.925971	0.727152	1.675248	0.064510	-0.287574
Rrbp1	0.455990	2.356564	-0.846459	-3.221463	-0.067742	-0.951841
Rrm1	-0.620684	1.933304	-0.251966	1.564027	-1.424826	0.025530
Rrm2	0.439392	2.748351	-0.617095	-0.974643	-2.473694	-2.067541
Rrp1	-0.348678	1.150004	-2.613696	-2.461242	0.409408	-3.138670
Rrp12	-1.032805	-1.431205	-0.477883	-4.638400	-1.791127	-0.286011
Rrp15	0.984932	4.802137	-2.045857	3.821211	0.064510	1.055241
Rrp1b	-1.981763	0.954343	-1.151278	-1.141351	-1.343199	-1.656952
Rrp9	-1.836788	0.634049	-0.405837	-4.205809	-0.509544	-0.322033
Rrs1	0.559599	1.879432	0.269041	-0.364074	2.298619	-2.319990
Rsu1	1.857738	-0.097174	0.505670	1.286535	-1.699367	-1.768916
RtcA	0.984932	1.201792	-1.233173	0.672080	0.064510	0.697532
Rtfdc1	0.499378	3.746397	1.113210	-3.507501	2.316330	-1.147971
Rtn3	1.156897	5.300981	4.057303	0.672080	2.282083	-1.147971
Rtn4	-0.118859	-1.206847	-0.991842	-0.217144	0.301640	-0.959021
Runx1	1.290050	3.172329	-0.003447	-1.772441	-1.505613	0.128464
Ruvbl1	-0.968798	1.025386	-0.555179	0.205955	-3.170953	-1.137353
Ruvbl2	-0.752067	1.642493	-0.262828	0.950056	-2.751457	-0.853351
Ryr3	0.984932	-3.918763	1.687311	0.672080	-5.751672	0.015213
S100a13	-2.201590	1.221580	1.113210	-4.903853	-3.311552	-1.147971
Sacm1l	-1.183369	0.943879	-0.868998	0.000093	0.062444	-0.495242
Sae1	0.054738	1.220523	-0.520089	-1.589353	0.440523	-1.143591
Safb	-0.510887	0.819986	-0.464102	-1.081705	1.726718	0.026653
Safb2	-0.686766	1.243298	1.113210	-4.480995	-0.271975	-1.147971
Samm50	0.984932	-3.129006	-0.236446	-0.880440	0.064510	0.193170
Sap18	0.047271	1.110029	-0.011531	-0.846028	2.257555	-0.737929
Sar1a	0.984932	1.008985	-1.036114	0.672080	0.064510	-1.418698
Sarnp	-0.866358	0.113900	-0.493188	-2.255338	-0.866228	-0.488464
Sars	-0.917758	1.095978	-0.297189	0.497300	-1.698586	-1.053542
Sart1	-1.814417	1.699834	-1.308122	-2.229916	0.091542	-0.268598
Sart3	0.358355	1.221580	1.113210	-4.261949	1.006571	-1.147971
Sbds	-0.769508	-4.295551	-1.364303	-4.538335	0.064510	-0.993384
Scamp2	0.984932	5.072709	0.110850	4.398808	0.064510	-5.224476
Scamp3	-0.667662	3.428038	1.113210	2.476475	-0.724146	-2.602651
Scd1	-0.954503	2.906549	1.170659	-4.394278	-1.165963	-0.101751
Scfd1	0.984932	0.410051	0.969143	4.000438	0.064510	-1.118594
Scly	0.984932	-1.755712	0.552952	0.672080	0.064510	-1.147971
Scp2	-0.342592	0.156418	0.025433	-0.299366	-4.266917	-0.302035
Scrib	0.984932	1.221580	1.113210	-3.115586	1.513476	-1.147971
Sdc4	-1.054341	1.200274	-0.505466	-2.381563	-1.820784	-0.691507
Sdcbp	0.984932	3.718786	-1.615430	3.992317	0.064510	-1.226379
Sdf2l1	-0.249654	0.339803	-0.572557	-1.613568	-3.271267	-1.228566
Sdha	-0.581062	1.045090	-0.703394	-0.556550	-1.071221	-0.741578
Sdhb	-0.911440	1.352970	-0.505313	1.141965	-1.365641	-0.774640
Sec13	-0.538890	0.194904	-0.252546	-2.149857	-2.319598	-1.668028
Sec22b	-1.365129	4.093683	-1.167596	-3.319382	1.043200	-2.940844
Sec23a	1.584629	1.221580	1.113210	0.672080	0.860170	0.279380
Sec23b	-0.908184	1.398430	-0.797738	0.383425	-4.156439	-1.444191
Sec31a	-0.339720	-0.836115	1.354712	-2.410148	-1.588967	1.760468
Sec31b	-0.027128	0.617142	-1.790977	-0.919204	-1.724178	-3.609929
Sec61a1	-2.327234	0.575780	-2.484112	-5.100482	-1.834716	-1.775922
Sec61b	-0.567153	0.741248	-0.574391	-3.156451	-0.541535	-1.726394
Sec61g	-3.007220	0.553027	-0.304432	4.441488	-2.221895	-2.385137
Sec62	-1.488679	3.428541	-1.225835	-2.564902	-1.046231	-1.594085
Seh1l	0.984932	1.378911	1.113210	0.672080	0.064510	-1.147971
Senp3	-2.384244	-0.781152	1.571722	-1.760543	0.388541	-0.562001
Sephs1	-0.218149	3.301335	-1.336269	2.183024	-3.070510	-0.479937
Serbp1	-0.310267	1.003552	-0.049394	-0.034914	-0.514895	-1.427346
Serinc3	-2.485042	-1.521833	1.113210	-1.389572	-1.022975	-1.147971
Set	-0.248151	1.166146	-0.215684	-0.498035	-0.965330	-1.055411
Sf1	-1.020150	0.903638	0.555675	-1.969003	0.138529	-0.238489
Sf3a1	0.663923	1.456902	-0.489910	-0.749148	-2.122811	-0.790181
Sf3a2	-3.656899	2.544866	-1.802565	4.185334	-2.585524	0.550181
Sf3a3	-0.562806	0.286581	-0.361546	2.118158	-3.018145	-0.785260
Sf3b1	-0.401806	1.905494	-0.096820	0.746329	-0.149122	-0.654791
Sf3b14	-0.867829	0.979737	-0.912372	-0.495922	-2.273787	-0.978102
Sf3b3	0.200544	1.599051	-0.652282	1.113037	-2.066455	-0.477820
Sf3b4	-0.860988	1.600937	0.572793	-3.727745	0.195342	-0.366432
Sf3b5	-1.101859	0.752504	-0.422173	-1.471422	0.454608	0.336980
Sfpq	-0.770744	0.716246	-0.485229	0.160529	-0.568036	-0.759296
Sfxn1	-1.523150	0.827276	-0.385997	2.877643	-2.892739	-1.197997
Sgpl1	-0.474816	1.448845	-3.085085	0.851653	2.158776	-0.283718
Sgta	-0.337958	1.597119	-2.482252	-2.107646	2.028753	-0.317235
Sh3bgrl	-0.567407	1.382127	-0.436913	-2.020900	-0.915154	-0.281618
Sh3bgrl3	0.584744	2.069352	-0.417213	-4.691510	2.039835	-1.456499
Sh3bp1	0.984932	1.221580	10.375768	9.366436	-1.432729	-1.147971
Sh3kbp1	0.263734	1.869773	1.774095	0.867571	0.064510	-1.147971
Shmt1	-0.379996	0.233440	-0.110538	0.244817	-1.676181	-1.170195
Sipa1	-0.729455	3.134428	-0.794750	-1.291731	-4.432311	-0.889362
Sipa1l2	0.984932	0.271296	0.430674	0.672080	0.064510	-1.147971
Skiv2l2	-0.848233	1.783408	-0.647807	2.023602	0.524831	-2.142952
Skp1	-0.856301	0.189525	-0.408519	-2.820207	-3.007502	0.196511
Slc12a9	10.695048	8.867340	2.687624	0.672080	0.064510	-1.147971
Slc16a1	-0.508410	-0.288067	0.068963	-3.271766	0.533497	0.368995
Slc1a5	-0.980812	0.312785	0.661636	-0.820330	-2.088437	-1.487555
Slc25a10	0.984932	-0.175703	-1.178774	0.672080	0.064510	-1.129980
Slc25a11	0.877589	0.763663	-2.279485	-0.347163	1.543575	-0.120899
Slc25a12	-0.197149	0.534244	-0.867410	6.519954	3.638540	0.269202
Slc25a13	0.984932	2.895879	-2.385774	0.623120	0.064510	-1.844802
Slc25a3	-0.472980	0.947942	-0.284723	-0.320693	-1.473347	-0.981383
Slc25a4	-0.201972	0.897353	-0.542923	-0.245618	-0.845606	-0.928048
Slc25a5	0.080632	0.805110	-0.617057	0.578441	-0.025986	-0.615347
Slc25a51	0.984932	0.141035	-0.948707	0.672080	0.064510	0.439185
Slc29a1	-0.505995	0.146913	-0.009760	-1.590019	-3.264537	-1.367068
Slc2a1	-1.666209	-0.816784	-1.436544	-5.414681	-2.412280	-0.725308
Slc2a3	0.984932	1.677019	-0.291675	0.672080	0.064510	-0.665347
Slc38a2	-0.354575	-0.931454	-0.447821	3.931053	-0.917298	-2.525929
Slc39a7	-0.698915	0.508643	1.113210	-3.216070	-1.426742	-1.147971
Slc3a2	0.210926	1.488500	-0.485511	0.657708	-0.553849	-0.708750
Slc44a2	0.014705	-0.516987	1.113210	-0.471437	-0.657904	-1.147971
Slc4a7	2.735913	2.028731	-0.477354	-3.113253	0.064510	-2.048816
Slc6a6	-3.911179	0.170534	0.161468	0.681487	-0.778516	-4.576362
Slc7a1	3.126494	1.040549	0.498906	1.239015	0.235481	-2.065357
Slc7a5	-0.366698	0.365871	-0.522898	-1.900271	-0.247250	-1.860433
Slc9a3r1	-0.177348	-0.516063	-1.091171	-3.420147	0.981789	0.645251
Slirp	-0.985742	1.364115	-1.471811	0.712787	1.722468	-1.189586
Slk	3.871930	1.221580	1.113210	-2.276160	2.646578	-1.147971
Sltm	0.772015	0.852223	1.113210	-1.405222	-0.042242	-1.147971
Smad3	0.505933	0.910608	0.319762	4.174322	0.064510	-0.675038
Smap	-2.334138	-2.961630	10.081326	9.800512	0.064510	-1.147971
Smarca4	-2.152121	0.986114	-0.517840	0.587544	-0.790682	0.289567
Smarca5	-0.884168	0.828564	-0.364286	-1.172379	-0.327680	-0.712433
Smarcal1	0.984932	0.756038	1.113210	-4.222133	-2.240084	-1.147971
Smarcb1	-3.379183	0.068368	0.628612	-0.277773	0.565334	-1.194402
Smarcc1	-0.945726	1.577126	-0.049046	-0.253768	0.254743	-0.767726
Smarcc2	0.984932	0.737165	-0.501626	2.081222	-3.670392	-0.365028
Smarcd1	0.984932	1.221580	10.653446	9.508171	-1.495839	-1.147971
Smarcd2	-1.189476	0.964671	-0.423031	-4.174878	0.237555	1.288990
Smarce1	-0.804241	-6.727264	-0.795142	-3.984837	-0.981348	-1.147971
Smc1a	-1.605396	1.279324	-0.609659	-1.194174	-1.320826	-0.595770
Smc2	-0.629343	1.195353	-0.712500	0.346691	-0.215712	0.828795
Smc3	-0.696477	1.211031	-0.302653	-1.595501	-0.329481	-0.048378
Smc4	-1.168256	0.899993	-0.420091	-5.136525	-0.921075	-0.218397
Smchd1	-0.758864	0.623109	-1.504729	-0.982759	-2.185964	-0.110650
Smek1	-1.094779	0.433884	-1.333296	-2.430185	0.064510	-1.391994
Smim4	0.984932	0.506612	2.802288	0.403520	0.064510	-1.291569
Smn1	0.984932	1.221580	10.703203	9.688334	-0.038504	-1.147971
Smpd4	0.984932	0.950421	0.646844	1.840364	1.682928	0.491714
Smtn	-1.108453	1.221580	1.113210	0.672080	0.064510	-1.147971
Smu1	-1.034490	0.794543	-0.988375	-1.135506	0.387742	-1.239399
Snap23	0.984932	1.221580	10.288108	9.812881	-1.685386	-1.147971
Snap29	-2.577498	1.800030	-2.627576	0.672080	-2.978420	-1.147971
Snd1	-0.727519	0.962166	-0.418172	-0.321991	-0.226133	-1.023279
Snrnp200	-0.820570	1.611955	-0.760849	-0.639366	-1.406606	-1.065202
Snrnp40	-1.929128	3.262725	-0.469667	-1.601262	1.814692	-0.676286
Snrnp70	-0.579611	3.316019	-0.350752	-0.308274	-0.017386	-0.771629
Snrpa	-0.497185	3.240252	-0.981721	-0.198286	-0.216067	-0.066201
Snrpa1	-0.304658	0.717138	0.151114	0.616892	0.797893	-2.085163
Snrpb	0.104454	1.291768	-0.140697	1.858172	0.280104	-0.325640
Snrpb2	-0.984753	1.192574	-0.736864	-4.297230	0.845136	-1.595429
Snrpc	0.984932	1.333995	0.628829	3.845302	1.558523	-1.753393
Snrpd1	0.753398	-1.401556	-0.202899	2.746361	-2.698134	-1.838603
Snrpd2	-1.167624	1.914544	-2.656526	-1.088069	-1.452009	0.063425
Snrpd3	-0.112940	0.566537	-0.506449	-1.161066	0.170191	-1.002943
Snrpe	0.984932	0.413311	-1.008920	5.985163	0.064510	-1.037853
Snrpf	0.079361	0.750998	-0.096712	-2.760448	1.254356	-0.882143
Snrpg	0.984932	-0.781572	-0.199601	1.779911	0.064510	-0.463045
Snw1	-1.985682	-0.121065	-0.858738	-0.855769	-2.103841	-0.660879
Snx1	-2.094712	1.988242	-1.256483	0.188522	-1.898934	0.328220
Snx2	-0.046316	2.042801	-0.703002	0.349858	0.404905	-0.758937
Snx3	-0.002980	1.528120	-0.403577	0.775595	-0.327490	-0.085281
Snx5	0.309292	1.549744	-0.169140	-0.392508	-1.840384	-1.715461
Snx6	-0.813709	1.432771	-0.284088	1.633170	-2.572046	1.078046
Sod1	-0.050995	0.934595	-0.170848	-0.435306	-0.861949	-1.201878
Sod2	0.326495	-0.662935	0.426322	2.671206	-0.160745	-0.672392
Son	-1.374250	1.022956	-0.726165	-1.751607	-0.091860	-0.564984
Sord	0.984932	-0.701987	-5.854625	3.675008	-1.857303	2.667408
Sp3	-0.783761	0.987850	1.113210	-1.379912	-2.074887	-1.147971
Spag5	0.216277	1.221580	1.113210	-4.845037	3.502832	-1.147971
Spag7	-1.851693	0.646511	-2.422821	-2.818306	-1.598577	-3.772462
Spcs2	-0.756117	1.263128	-0.626960	-1.156357	0.070915	-0.100860
Spn	0.075155	1.263941	-0.845813	-4.522023	1.312423	-1.435950
Spock2	0.062678	-1.532732	-1.110421	-2.878495	-0.319099	-0.126474
Spryd4	0.984932	2.722473	-1.952043	0.672080	0.064510	-1.147971
Sptan1	-1.534232	1.732844	-0.702017	-3.482240	1.319002	-0.018194
Sptbn1	-0.304688	1.504154	-0.448467	-0.413769	0.368495	0.888332
Sqstm1	-1.116131	-0.619274	1.113210	-3.523165	0.186889	-1.147971
Srfbp1	-0.357942	-0.896941	1.113210	-4.625970	-2.178745	0.456471
Sri	-0.590010	0.004435	0.905328	-1.952581	0.491964	2.134298
Srm	1.389010	1.682724	-0.358908	2.816980	1.259539	-1.664169
Srp14	-2.042130	1.119353	-0.370928	-3.115435	0.788965	0.156410
Srp54	0.142198	1.180808	-0.297149	0.672080	-3.154267	0.576456
Srp68	-0.900459	0.998711	-0.368541	0.607875	-0.402990	-2.019142
Srp9	-2.545773	1.989855	-0.257218	3.443482	0.064510	-0.371453
Srpk1	0.984932	3.244026	1.113210	-4.245066	-0.986649	-1.147971
Srpr	-2.203999	1.057197	0.885738	1.385678	0.064510	-2.219981
Srprb	-0.692044	1.473669	-1.036691	-1.782058	-0.470979	-1.112997
Srrm1	-0.477996	2.369286	-0.895281	-2.801692	0.932198	0.102467
Srrm2	-0.589874	0.914479	-0.343438	-0.597399	-2.077578	-1.172037
Srrt	-0.255092	1.660650	0.201957	-2.808792	0.714194	0.129183
Srsf1	-0.378265	0.631160	-0.121284	-0.342733	-0.050942	-0.765093
Srsf10	0.028300	1.834174	-1.209639	-0.522473	-0.465762	2.104492
Srsf2	0.738044	0.421631	0.024423	-0.408010	0.428692	-0.854201
Srsf3	-0.433241	1.317514	-0.244661	5.008570	-0.722652	-0.208183
Srsf4	-1.045724	-2.176758	1.517176	-2.293622	0.622280	2.056325
Srsf5	1.189044	0.982821	-0.353939	0.816959	1.855337	-0.515579
Srsf6	-0.813637	1.508255	-0.481966	0.967357	-0.166386	-0.702250
Srsf7	-0.840865	0.853163	-0.113150	-0.296805	-2.366034	-0.300555
Srsf9	-0.856807	0.317434	-0.674206	-4.187505	-0.117193	-3.208736
Ssb	-0.436883	1.458285	-0.348260	-1.840150	0.090297	-0.681737
Ssbp1	-0.558506	1.037621	-0.423883	-3.208431	-0.162024	-1.389218
Ssr1	-0.742235	-0.013746	0.489029	-0.192565	0.238244	-0.628542
Ssr3	0.984932	1.354606	0.211459	5.537543	1.123993	-0.069591
Ssr4	1.146091	0.469021	-0.265740	1.699080	-1.352618	-0.670090
Ssrp1	-1.032350	1.674085	-0.009633	1.786560	-3.199293	-0.738616
Sssca1	-0.781414	4.309726	-1.944976	-5.170923	-3.629361	-1.224274
Ssu72	0.289759	5.043100	1.113210	-1.678185	2.390714	-1.147971
St13	-0.540257	0.763676	-0.067412	1.908381	-1.205625	-1.510009
St3gal6	0.984932	2.855865	-0.038389	0.672080	0.064510	-1.521812
Stag2	-1.556086	0.897853	-0.181057	1.226419	-1.564676	-0.001666
Stat5a	-1.703492	1.918297	-0.412840	-0.990274	0.594193	-0.121343
Steap3	0.528785	-1.772824	1.113210	0.672080	0.064510	-1.147971
Stim1	0.984932	0.329486	-0.228884	2.159187	0.064510	-0.972371
Stip1	0.148192	1.651045	0.010406	1.144823	-1.163330	-1.095243
Stk10	0.394154	3.163640	-0.317934	-1.377906	1.296288	-0.958569
Stk4	0.871176	1.580384	-0.446149	1.573793	-0.529313	0.568493
Stmn1	0.746169	1.894385	-1.216348	-0.827380	1.433343	0.144611
Stoml2	-0.354588	0.449460	0.025639	-2.811353	1.289231	-1.676455
Strap	-0.525247	1.680877	-0.203486	0.463315	-2.925432	-2.112668
Stt3a	-1.185232	0.920055	-0.397646	0.457757	-0.773979	-0.389898
Stt3b	0.984932	-0.859086	0.193440	4.246178	0.064510	-0.601599
Stub1	0.984932	3.037672	-1.110394	0.672080	0.064510	-1.147971
Stx12	1.678154	2.970108	1.113210	0.512298	0.810422	-1.147971
Stxbp2	0.984932	2.175122	-2.863070	0.672080	0.510541	-2.064089
Sub1	-0.380230	0.478790	-0.318856	-2.132937	-1.051304	0.544325
Sucla2	-0.725376	1.485738	-0.817450	-2.134449	-0.349427	1.971478
Suclg1	-0.136478	0.986216	0.225622	0.467207	-0.009842	-0.527375
Suclg2	-0.093386	2.458509	-0.263548	1.638913	0.897562	-1.020768
Sugt1	0.369270	0.721506	1.998648	-1.500249	0.251559	0.029422
Sumo1	-1.305135	0.776036	1.136831	-2.183915	0.187696	-1.065269
Sumo2	-1.287786	2.108512	0.547348	-0.668811	-0.163066	-1.127933
Sun2	2.194477	2.013013	-1.990269	-5.462302	0.541795	0.220242
Supt16h	-0.445630	1.046158	-0.317552	0.861998	-2.070315	-0.588315
Supt5h	-2.989583	-0.790631	0.465968	3.605134	0.064510	2.952062
Supt6h	0.984932	7.484838	1.113210	5.884844	-0.858854	-1.147971
Surf4	-0.332337	2.338184	-1.381000	5.392961	-1.637170	-0.780460
Surf6	1.050725	0.327882	-0.659033	-3.352198	0.633459	-0.056594
Suz12	3.158438	1.221580	1.113210	-4.005772	-3.573429	-1.147971
Swap70	0.984932	1.221580	9.736947	10.155383	-2.254685	-1.147971
Syf2	10.945603	9.599542	4.671531	0.672080	0.064510	-1.147971
Syk	-1.726160	0.130710	-0.192986	-5.993616	1.183857	0.945924
Sympk	1.342912	1.388176	-0.633659	2.816397	2.531682	0.502995
Syncrip	0.014960	1.296002	-0.495108	1.866519	-2.026968	-0.917877
Syne1	-0.415402	4.323050	5.365744	-3.335646	0.064510	-1.147971
Sypl1	-0.590391	1.130184	1.113210	-1.912307	0.041971	-1.147971
Szt2	0.984932	-0.436189	0.458927	2.688469	0.064510	-1.290797
Taf8	-0.597550	1.221580	1.113210	-5.079354	-0.802699	-1.147971
Tagln2	-0.131510	0.606297	-0.226952	0.160280	-0.996738	-1.194516
Taldo1	-0.029281	2.308258	-0.265090	-1.392024	-0.518409	-0.647888
Tamm41	-0.726151	-0.633562	0.313403	2.111588	0.064510	-1.463382
Tap1	2.406251	-0.146833	0.377555	-3.343407	3.084196	-2.774295
Tap2	11.209670	10.313685	2.802731	0.672080	0.064510	-0.118782
Tapbp	-1.283567	0.892153	-1.034020	-0.924089	-0.278043	-0.003899
Tardbp	-0.300041	1.002282	-0.685891	-0.482287	-0.741303	-0.557761
Tars	-1.305115	-1.749105	0.818632	-0.218973	2.747874	1.100154
Tax1bp1	0.984932	1.221580	-1.796328	-1.075453	0.064510	-2.405967
Tbc1d15	0.984932	2.085457	-1.676537	0.672080	-1.119644	-0.094127
Tbca	-1.585673	1.229588	-1.351664	5.292208	-1.018745	-0.401503
Tbcb	-0.113717	-4.211777	1.113210	-7.906340	0.524694	-1.147971
Tbcd	-0.846951	1.221580	1.113210	-4.732880	-3.949101	-4.036659
Tbl3	-0.052029	-0.368657	-1.152889	-5.375495	1.647527	-1.147971
Tbrg4	0.984932	2.747943	-0.130183	0.672080	0.742274	-0.976366
Tcea1	-1.013116	1.607113	0.037140	-1.913663	-0.981020	-0.621602
Tceb1	-1.386183	0.774228	0.328176	-0.874436	-0.781247	-1.356263
Tceb2	-1.116962	0.888186	-0.214372	-1.550496	-1.783809	-0.806102
Tcerg1	-0.520662	4.909076	-1.578007	-2.576758	0.333365	-1.147971
Tcf12	3.454137	1.221580	1.113210	-0.766002	0.064510	-1.147971
Tchp	0.984932	6.091489	4.617996	1.983599	-5.388098	-0.387417
Tcof1	-0.956659	1.910903	-0.587227	-1.802041	-4.463095	1.143936
Tcp1	-0.372333	1.508476	-0.421266	0.438393	-1.079359	-0.500535
Tdp1	-1.556746	1.827505	1.113210	0.726764	0.064510	-1.147971
Tdp2	2.659715	1.221580	1.113210	-3.036422	-2.242259	-1.147971
Tecr	-0.328477	1.138904	-1.885793	-0.480974	-1.095063	0.265314
Terf2	-3.097228	1.221580	1.113210	0.672080	-2.028686	-1.147971
Tex10	0.984932	0.879101	-1.890525	0.672080	0.064510	-1.416425
Tfam	3.196355	0.602419	-0.661535	-1.296745	0.064510	-0.681394
Tfip11	0.984932	1.022170	1.560482	7.982208	0.064510	0.062537
Tfrc	-1.447267	0.373020	-0.423269	0.162545	-1.126356	-1.330540
Thoc1	-2.613884	-0.112883	-0.995430	0.672080	0.064510	-3.294419
Thoc2	-0.466151	0.231837	0.018706	1.632038	0.064510	-1.086446
Thoc5	0.984932	3.633935	4.044183	0.672080	0.064510	-1.694950
Thoc6	-3.501161	-0.166908	0.196754	-3.650403	-3.105737	-2.126766
Thrap3	-1.414360	1.355814	-0.513526	-0.381331	-0.416979	0.119423
Thumpd1	-2.852919	2.705954	-1.321404	-2.254344	-5.040264	1.047282
Thyn1	-3.182470	2.769824	-1.477852	0.865608	0.064510	0.289578
Tia1	2.268314	1.144941	1.113210	-2.594262	3.952041	-1.147971
Tial1	-0.706023	1.262322	-0.053467	-1.414297	0.702670	0.028858
Timm13	-0.888246	1.907127	-0.229324	2.088595	-1.749440	-1.364373
Timm17b	-0.784145	1.221580	-0.319264	0.672080	0.064510	-1.147971
Timm23	11.082617	12.104329	3.784122	5.170329	0.064510	1.073532
Timm44	-1.345103	0.139760	0.079940	-0.850116	1.695121	-2.359443
Timm50	-1.283383	1.598302	-0.278296	0.203256	-1.314591	-0.695831
Timm8a1	-1.282738	0.418964	-1.943407	-0.923711	-4.224170	-1.256638
Timm8b	0.636606	2.833080	1.113210	-1.651931	-0.550616	-1.147971
Timm9	-1.449045	1.448640	-2.476824	5.729049	-2.614728	-0.784769
